timestamp,value
2025-08-31T00:00:06Z,50.0
2025-08-31T00:01:06Z,50.0
2025-08-31T00:02:06Z,92.8
2025-08-31T00:03:06Z,90.4
2025-08-31T00:04:06Z,50.0
2025-08-31T00:05:06Z,89.8
2025-08-31T00:06:06Z,88.9
2025-08-31T00:07:06Z,50.0
2025-08-31T00:08:06Z,50.0
2025-08-31T00:09:06Z,85.1
2025-08-31T00:10:06Z,82.4
2025-08-31T00:11:06Z,81.3
2025-08-31T00:12:06Z,80.8
2025-08-31T00:13:06Z,80.4
2025-08-31T00:14:06Z,79.2
2025-08-31T00:15:06Z,78.1
2025-08-31T00:16:06Z,78.2
2025-08-31T00:17:06Z,78.4
2025-08-31T00:18:06Z,78.3
2025-08-31T00:19:06Z,78.6
2025-08-31T00:20:06Z,50.0
2025-08-31T00:21:06Z,79.6
2025-08-31T00:22:06Z,81.1
2025-08-31T00:23:06Z,83.0
2025-08-31T00:24:06Z,85.1
2025-08-31T00:25:06Z,86.5
2025-08-31T00:26:06Z,87.9
2025-08-31T00:27:06Z,88.7
2025-08-31T00:28:06Z,50.0
2025-08-31T00:29:06Z,91.6
2025-08-31T00:30:06Z,91.9
2025-08-31T00:31:06Z,91.5
2025-08-31T00:32:06Z,91.6
2025-08-31T00:33:06Z,91.3
2025-08-31T00:34:06Z,90.9
2025-08-31T00:35:06Z,91.6
2025-08-31T00:36:06Z,92.4
2025-08-31T00:37:06Z,93.0
2025-08-31T00:38:06Z,92.1
2025-08-31T00:39:06Z,50.0
2025-08-31T00:40:06Z,50.0
2025-08-31T00:41:06Z,87.6
2025-08-31T00:42:06Z,86.9
2025-08-31T00:43:06Z,85.2
2025-08-31T00:44:06Z,84.0
2025-08-31T00:45:06Z,84.2
2025-08-31T00:46:06Z,84.0
2025-08-31T00:47:06Z,84.1
2025-08-31T00:48:06Z,83.4
2025-08-31T00:49:06Z,83.0
2025-08-31T00:50:06Z,83.3
2025-08-31T00:51:06Z,83.3
2025-08-31T00:52:06Z,83.8
2025-08-31T00:53:06Z,83.3
2025-08-31T00:54:06Z,83.4
2025-08-31T00:55:06Z,84.1
2025-08-31T00:56:06Z,84.4
2025-08-31T00:57:06Z,85.5
2025-08-31T00:58:06Z,85.3
2025-08-31T00:59:06Z,85.4
2025-08-31T01:00:06Z,85.4
2025-08-31T01:01:06Z,85.8
2025-08-31T01:02:06Z,86.1
2025-08-31T01:03:06Z,85.7
2025-08-31T01:04:06Z,86.0
2025-08-31T01:05:06Z,85.9
2025-08-31T01:06:06Z,86.2
2025-08-31T01:07:06Z,50.0
2025-08-31T01:08:06Z,82.9
2025-08-31T01:09:06Z,82.2
2025-08-31T01:10:06Z,81.5
2025-08-31T01:11:06Z,81.2
2025-08-31T01:12:06Z,80.9
2025-08-31T01:13:06Z,80.9
2025-08-31T01:14:06Z,80.4
2025-08-31T01:15:06Z,80.8
2025-08-31T01:16:06Z,81.8
2025-08-31T01:17:06Z,81.2
2025-08-31T01:18:06Z,80.7
2025-08-31T01:19:06Z,80.7
2025-08-31T01:20:06Z,81.6
2025-08-31T01:21:06Z,81.8
2025-08-31T01:22:06Z,82.2
2025-08-31T01:23:06Z,82.5
2025-08-31T01:24:06Z,82.5
2025-08-31T01:25:06Z,82.2
2025-08-31T01:26:06Z,50.0
2025-08-31T01:27:06Z,50.0
2025-08-31T01:28:06Z,85.9
2025-08-31T01:29:06Z,88.9
2025-08-31T01:30:06Z,91.0
2025-08-31T01:31:06Z,93.2
2025-08-31T01:32:06Z,94.1
2025-08-31T01:33:06Z,94.7
2025-08-31T01:34:06Z,95.7
2025-08-31T01:35:06Z,96.2
2025-08-31T01:36:06Z,97.1
2025-08-31T01:37:06Z,97.1
2025-08-31T01:38:06Z,96.6
2025-08-31T01:39:06Z,96.0
2025-08-31T01:40:06Z,96.2
2025-08-31T01:41:06Z,94.2
2025-08-31T01:42:06Z,94.0
2025-08-31T01:43:06Z,94.2
2025-08-31T01:44:06Z,95.0
2025-08-31T01:45:06Z,94.9
2025-08-31T01:46:06Z,94.7
2025-08-31T01:47:06Z,94.9
2025-08-31T01:48:06Z,50.0
2025-08-31T01:49:06Z,94.1
2025-08-31T01:50:06Z,50.0
2025-08-31T01:51:06Z,93.1
2025-08-31T01:52:06Z,50.0
2025-08-31T01:53:06Z,50.0
2025-08-31T01:54:06Z,93.0
2025-08-31T01:55:06Z,50.0
2025-08-31T01:56:06Z,90.6
2025-08-31T01:57:06Z,50.0
2025-08-31T01:58:06Z,91.4
2025-08-31T01:59:06Z,92.9
2025-08-31T02:00:06Z,50.0
2025-08-31T02:01:06Z,50.0
2025-08-31T02:02:06Z,50.0
2025-08-31T02:03:06Z,50.0
2025-08-31T02:04:06Z,90.2
2025-08-31T02:05:06Z,50.0
2025-08-31T02:06:06Z,89.8
2025-08-31T02:07:06Z,50.0
